"TL","Territory level and Typology","REG_ID","Region","VAR","Indicator","POS","Position","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"2","Large regions (TL2)","PL61","Kuyavian-Pomerania","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2021","2021",,,"0","Units",,,92.7,,
"2","Large regions (TL2)","PL62","Warmian-Masuria","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2020","2020",,,"0","Units",,,89.6,,
"2","Large regions (TL2)","PL62","Warmian-Masuria","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2021","2021",,,"0","Units",,,89.6,,
"2","Large regions (TL2)","PL63","Pomerania","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2020","2020",,,"0","Units",,,90.2,,
"2","Large regions (TL2)","PL63","Pomerania","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2021","2021",,,"0","Units",,,91.7,,
"1","Country","PRT","Portugal","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2021","2021",,,"0","Units",,,84.1,,
"2","Large regions (TL2)","PT11","North (PT)","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2021","2021",,,"0","Units",,,81.43,,
"2","Large regions (TL2)","PT15","Algarve","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2021","2021",,,"0","Units",,,84.51,,
"2","Large regions (TL2)","PT16","Central Portugal","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2021","2021",,,"0","Units",,,80.93,,
"2","Large regions (TL2)","PT17","Metropolitan area of Lisbon","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2021","2021",,,"0","Units",,,90.14,,
"2","Large regions (TL2)","PT18","Alentejo","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2021","2021",,,"0","Units",,,79.01,,
"2","Large regions (TL2)","PT20","Autonomous Region of the Azores","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2021","2021",,,"0","Units",,,88.23,,
"2","Large regions (TL2)","PT30","Autonomous Region of Madeira","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2021","2021",,,"0","Units",,,87.14,,
"1","Country","SVK","Slovak Republic","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2021","2021",,,"0","Units",,,89.93,,
"2","Large regions (TL2)","SK01","Bratislava Region","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2021","2021",,,"0","Units",,,96.14,,
"2","Large regions (TL2)","SK02","West Slovakia","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2021","2021",,,"0","Units",,,89.38,,
